trajectory_id,pickup_venueCategory,pickup_name,pickup_category,dropoff_venueCategory,dropoff_name,dropoff_category,passenger_count,pickup_hour,dropoff_hour,pickup_week
851,Miscellaneous Shop,MUJI (無印良品),Clothing Store,Bar,缶's BAR 秋葉原店,Bar,3,10,11,Sunday
852,Mall,矢口の渡商店街,Shopping Mall,Bike Shop,BEX ISOYA 川崎店,Bicycle Store,2,7,7,Saturday
853,Bridge,,,Library,大田区役所図書館等多摩川,Library,1,12,12,Saturday
854,Café,Lindt Chocolat Café (リンツ ショコラ カフェ),Chocolate Store,Road,Sukiyabashi Intersection (数寄屋橋交差点),Travel and Transportation,3,7,8,Saturday
855,Department Store,Matsuya Ginza (松屋銀座),Department Store,Japanese Restaurant,古窯,Shabu-Shabu Restaurant,3,3,3,Saturday
856,Mall,Ameya Yokocho (アメヤ横丁),Shopping Mall,Department Store,Seibu-Shinjuku PePe (西武新宿ペペ),Shopping Mall,1,6,7,Sunday
857,Train Station,Kami-Shakujii Station (SS13) (上石神井駅),Rail Station,Subway,,,3,2,3,Sunday
858,Government Building,Tokyo Skytree (東京スカイツリー),Monument,Mall,COREDO Nihonbashi (コレド日本橋),Shopping Mall,3,4,5,Sunday
859,Department Store,LUMINE (ルミネ池袋),Shopping Mall,Train Station,Shibuya Station (渋谷駅),Rail Station,2,6,8,Sunday
860,Food & Drink Shop,Keio Store (京王ストア 稲田堤店),Grocery Store,Food & Drink Shop,Keio Store (京王ストア 稲田堤店),Grocery Store,3,11,11,Saturday
861,Fast Food Restaurant,Yoshinoya (吉野家),Fast Food Restaurant,Other Great Outdoors,Toki no Irodori (稲城天然温泉 季乃彩),Bath House,4,11,11,Sunday
862,Government Building,Ikefukuro (いけふくろう),Monument,Office,Marunouchi Eiraku Building (丸の内永楽ビルディング),Café,1,6,7,Tuesday
863,Neighborhood,,,BBQ Joint,遊牧菜家 新丸ビル,BBQ Joint,2,12,14,Friday
864,Subway,Shin-ochanomizu Station (C12) (新御茶ノ水駅),Metro Station,Airport,Terminal 1 (第1ターミナル),Airport Terminal,2,23,0,Monday
865,Airport,Terminal 1 (第1ターミナル),Airport Terminal,Train Station,Hamamatsucho Station (浜松町駅),Rail Station,4,11,12,Tuesday
866,Park,遅野井湧水の碑,Park,Shrine,井草八幡宮,Shrine,1,21,22,Saturday
867,Restaurant,Music Bar マイ・スター,Yoshoku Restaurant,Subway,Marunouchi Line Shinjuku Station (M08) (丸ノ内線 新宿駅),Metro Station,1,4,5,Monday
868,Road,,,Department Store,Seibu (西武池袋本店),Department Store,2,3,3,Sunday
869,Art Gallery,スマイルプリキュア！おひろめカーニバル,Art Gallery,Department Store,Seibu (西武池袋本店),Department Store,3,3,4,Thursday
870,Bridge,Koremasa Bridge (是政橋),Bridge,College Academic Building,National Astronomical Observatory of Japan (国立天文台),Observatory,2,8,9,Saturday
871,Ramen /  Noodle House,Rasuta (らすた),Ramen Restaurant,Train Station,JR Meguro Station (JR 目黒駅),Rail Station,1,7,9,Saturday
872,Indian Restaurant,Moyan Curry (もうやんカレー),Japanese Curry Restaurant,Korean Restaurant,ナルゲ,BBQ Joint,4,4,4,Thursday
873,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Record Shop,TOWER RECORDS,Record Store,2,7,9,Wednesday
874,Miscellaneous Shop,,,Shrine,鳥越神社,Shrine,1,5,6,Sunday
875,Department Store,Isetan (伊勢丹 新宿店),Department Store,Ramen /  Noodle House,,,2,8,9,Sunday
876,Fast Food Restaurant,マクドナルド,Burger Joint,Arcade,Adores Shibuya (アドアーズ 渋谷店),Arcade,3,8,9,Wednesday
877,Building,Shinjuku Park Tower (新宿パークタワー),Business Center,Train Station,Inokashira Line Shibuya Station (IN01) (京王井の頭線 渋谷駅),Rail Station,2,8,9,Wednesday
878,Miscellaneous Shop,MUJI (無印良品),Clothing Store,Bar,HUB,Pub,2,8,10,Saturday
879,Building,Marunouchi Park Building (丸の内パークビルディング),Business Center,Mobile Phone Shop,docomo smartphone lounge (ドコモ スマートフォンラウンジ),Mobile Phone Store,1,3,4,Wednesday
880,Ramen /  Noodle House,Yudetaro (ゆで太郎),Soba Restaurant,Bridge,昌平橋,Landmarks and Outdoors,1,4,5,Sunday
881,Music Venue,秋葉原ペンタゴン,Rock Club,Subway,Tozai Line Otemachi Station (T09) (東西線 大手町駅),Metro Station,1,9,10,Monday
882,College Academic Building,,,Food & Drink Shop,,,2,9,9,Monday
883,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Japanese Restaurant,Matsuya (松屋),Restaurant,3,11,11,Sunday
884,Record Shop,TOWER RECORDS,Retail,Train Station,Takeshita Exit (竹下口),Rail Station,4,10,10,Wednesday
885,Hobby Shop,Gamers (ゲーマーズ),Hobby Store,Electronics Store,Bic Camera (ビックカメラ 池袋本店),Home Appliance Store,4,5,6,Saturday
886,Electronics Store,Yodobashi Camera (ヨドバシカメラ 新宿西口本店),Computers and Electronics Retail,Train Station,Shin-Yurigaoka Station (OH23) (新百合ヶ丘駅),Rail Station,1,10,12,Friday
887,Electronics Store,Yodobashi Camera (ヨドバシカメラ 新宿西口本店),Computers and Electronics Retail,Train Station,Shin-Yurigaoka Station (OH23) (新百合ヶ丘駅),Rail Station,1,9,10,Saturday
888,Light Rail,Yurikamome Shimbashi Station (U01) (ゆりかもめ 新橋駅),Rail Station,Burger Joint,McDonald's (マクドナルド),Burger Joint,2,21,22,Monday
889,Light Rail,Yurikamome Shimbashi Station (U01) (ゆりかもめ 新橋駅),Rail Station,Other Great Outdoors,テレコムセンター駅前喫煙所,Plaza,4,21,21,Sunday
890,Music Venue,Shinjuku Blaze (新宿BLAZE),Rock Club,Department Store,Isetan (伊勢丹 新宿店),Department Store,1,5,6,Sunday
891,Food & Drink Shop,テスコエクスプレス大久保店,Grocery Store,Miscellaneous Shop,Can Do (キャンドゥ 新大久保店),Convenience Store,3,6,6,Sunday
892,Shrine,Tokyo Daijingu (東京大神宮),Shrine,Electronics Store,Yodobashi Camera Multimedia Pavilion (ヨドバシカメラ マルチメディア館),Home Appliance Store,3,7,9,Saturday
893,American Restaurant,One's Drive 新丸ビル店,Bar,Art Museum,Tokyo National Museum (東京国立博物館),History Museum,1,5,6,Friday
894,Ramen /  Noodle House,Fukushin (福しん),Ramen Restaurant,Gas Station / Garage,コプローサいのうえ めじろSS,Fuel Station,1,13,14,Friday
895,Bank,MUFG Bank (三菱東京UFJ銀行東中野支店),Bank,Bar,Bar Uramen (BEYOND URAMEN ),Dive Bar,4,15,17,Saturday
896,Japanese Restaurant,Koyanagi (小柳),Unagi Restaurant,Fast Food Restaurant,モスバーガー,Burger Joint,4,10,10,Monday
897,Ramen /  Noodle House,Yomoda Soba (よもだそば),Soba Restaurant,Subway,Takaracho Station (A12) (宝町駅),Metro Station,2,5,7,Wednesday
898,Gym / Fitness Center,メガロス吉祥寺,Sports Club,Stadium,Tokyo Dome (東京ドーム),Stadium,4,5,6,Thursday
899,Train Station,Keio Kichijōji Station (IN17) (京王 吉祥寺駅),Rail Station,Gym / Fitness Center,メガロス吉祥寺,Sports Club,3,8,8,Saturday
900,Bridge,Oshinari Bridge (おしなり橋),Bridge,Bakery,Bakery Kameya (かめぱん 向島店),Bakery,3,8,8,Saturday
901,Bridge,Kototoi Bridge (言問橋),Landmarks and Outdoors,Bridge,Kototoi Bridge (言問橋),Landmarks and Outdoors,1,2,3,Sunday
902,Light Rail,Yurikamome Toyosu Station (U16) (ゆりかもめ 豊洲駅),Rail Station,Convention Center,Tokyo Big Sight (東京ビッグサイト (東京国際展示場)),Italian Restaurant,4,23,0,Saturday
903,University,Aoyama Gakuin University (青山学院大学 青山キャンパス),College and University,Subway,Omote-sando Station (表参道駅),Rail Station,2,3,4,Wednesday
904,Ramen /  Noodle House,Ramen Kagemusha (らーめん影武者 はなれ),Ramen Restaurant,Hobby Shop,Akihabara Gamers (AKIHABARAゲーマーズ),Hobby Store,3,10,11,Friday
905,Ramen /  Noodle House,Menya Musashi Iwatora (麺屋武蔵 巖虎),Ramen Restaurant,Hobby Shop,Akihabara Gamers (AKIHABARAゲーマーズ),Hobby Store,3,11,11,Friday
906,Mediterranean Restaurant,Tanto Domani,Yoshoku Restaurant,Food & Drink Shop,Tokyo Metropolitan Government Building No. 1 Main Building Staff Cafeteria (都庁第一本庁舎職員食堂),Corporate Cafeteria,2,2,3,Thursday
907,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Bookstore,K-BOOKS,Bookstore,2,8,10,Sunday
908,Plaza,汐留シオサイト 地下歩道,Plaza,Mobile Phone Shop,SoftBank (ソフトバンク 銀座),Mobile Phone Store,3,9,10,Friday
909,Train Station,Fuchū Station (KO24) (府中駅),Rail Station,Train Station,Fuchū Station (KO24) (府中駅),Rail Station,3,1,1,Saturday
910,Government Building,Bunkyo Civic Center (文京シビックセンター),Government Building,Bookstore,Maruzen (丸善),Bookstore,2,9,9,Saturday
911,Park,Rekisen Park (礫川公園),Park,Subway,Shirokane-takanawa Station (白金高輪駅),Metro Station,3,9,9,Wednesday
912,Subway,Asakusa Line Mita Station (A08) (都営浅草線 三田駅),Metro Station,Convenience Store,サンクス 田町東口店,Convenience Store,1,11,13,Saturday
913,Sandwich Place,サブウェイ,Deli,Bridge,船路橋,Bridge,1,11,12,Wednesday
914,Ramen /  Noodle House,麺屋 吉左右,Ramen Restaurant,Gym / Fitness Center,T-WALL,Climbing Gym,2,3,4,Friday
915,Mall,神楽坂通り商店街,Shopping Mall,Gym / Fitness Center,T-WALL,Climbing Gym,4,4,6,Friday
916,Food & Drink Shop,AEON (イオン 練馬店),Grocery Store,Train Station,Ekoda Station (SI04) (江古田駅),Rail Station,2,8,9,Monday
917,Spa / Massage,Tokyo Somei Onsen Sakura (東京染井温泉SAKURA),Hot Spring,Mall,Tokyu Plaza Omotesando Harajuku (東急プラザ表参道原宿),Café,2,7,7,Friday
918,Park,Ueno Park (上野恩賜公園),Urban Park,Medical Center,University of Tokyo Hospital (東京大学医学部附属病院),Hospital,4,3,4,Friday
919,Mall,GranSta Tokyo (グランスタ東京),Shopping Mall,Electronics Store,Sofmap Akiba 1st Store (ソフマップAKIBA 1号店 サブカル・モバイル館),Retail,4,9,10,Friday
920,Train Station,Shimo-Kitazawa Station (下北沢駅),Rail Station,BBQ Joint,Nikunchu (肉人),BBQ Joint,4,12,13,Monday
921,American Restaurant,Tokyo Oyster Bar (東京 Oyster Bar 本店),Seafood Restaurant,Movie Theater,TOHO Cinemas (TOHOシネマズ川崎),Movie Theater,1,11,12,Saturday
922,Train Station,Seibu Takadanobaba Station (SS02) (西武 高田馬場駅),Rail Station,Subway,Waseda Station (T04) (早稲田駅),Metro Station,3,6,8,Saturday
923,Music Venue,サウンドスタジオノア高田馬場店,Business and Professional Services,Subway,Kudanshita Station (九段下駅),Rail Station,1,9,10,Sunday
924,Food & Drink Shop,Tsukiji Outer Market (築地場外市場),Japanese Restaurant,Subway,Sengakuji Station (泉岳寺駅),Rail Station,3,6,6,Sunday
925,Bar,さくら水産秋葉原店,Sake Bar,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,1,2,4,Saturday
926,Museum,MEGA WEB,Amusement Park,Museum,MEGA WEB,Amusement Park,3,2,3,Sunday
927,Subway,Toyosu Station (豊洲駅),Metro Station,Museum,MEGA WEB,Amusement Park,1,1,2,Sunday
928,Department Store,Isetan Men's (伊勢丹メンズ館),Department Store,Bookstore,Tower Books ,Bookstore,4,5,6,Friday
929,Park,Tokyo DisneySea (東京ディズニーシー),Amusement Park,Mexican Restaurant,Miguel's El Dorado Cantina (ミゲルズ・エルドラド・キャンティーナ),Café,2,2,3,Wednesday
930,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原店),Arcade,Bar,Torahachi (とら八),Sake Bar,1,9,10,Sunday
931,Japanese Restaurant,Okina-an (翁庵),Soba Restaurant,Café,王立アフィリア魔法学院,Café,3,3,4,Monday
932,Subway,Minowa Station (H20) (三ノ輪駅),Rail Station,Department Store,丸重,Department Store,4,8,9,Monday
933,Subway,Minowa Station (H20) (三ノ輪駅),Rail Station,Convention Center,Tokyo Big Sight (東京ビッグサイト (東京国際展示場)),Italian Restaurant,1,21,22,Sunday
934,Convenience Store,FamilyMart (ファミリーマート),Convenience Store,Train Station,Soshigaya-Okura Station (OH13) (祖師ヶ谷大蔵駅),Rail Station,1,8,9,Tuesday
935,Coffee Shop,café Melody (カフェメロディ),Coffee Shop,Chinese Restaurant,魯園菜館砧店,Chinese Restaurant,4,7,7,Sunday
936,Subway,Oedo Line Kiyosumi-shirakawa Station (E14) (都営大江戸線 清澄白河駅),Metro Station,Park,Kiba Park (木場公園),Park,1,4,5,Saturday
937,Café,Kuudle cafe,Café,Food & Drink Shop,マルエツ,Grocery Store,2,4,5,Friday
938,University,University of Tokyo Komaba Campus (東京大学 駒場キャンパス),College and University,College Academic Building,101号館,College Academic Building,1,7,8,Wednesday
939,University,University of Tokyo Hongo Campus (東京大学 本郷キャンパス),College and University,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,2,14,15,Thursday
940,Library,台東区立中央図書館,Library,College Academic Building,墨田区役所横川コミュニティ会館,Community Center,2,7,9,Saturday
941,Bridge,Keisei Bridge (京成橋),Bridge,College Academic Building,墨田区役所横川コミュニティ会館,Community Center,4,6,6,Saturday
942,Restaurant,Sutadonya (伝説のすた丼屋),Donburi Restaurant,Diner,コシバ食堂,Teishoku Restaurant,1,5,5,Monday
943,Toy / Game Store,,,Bookstore,Maruzen (丸善),Bookstore,4,4,6,Sunday
944,Event Space,belle salle (ベルサール秋葉原),Event Space,Bookstore,K-BOOKS,Bookstore,1,4,5,Friday
945,Office,Chanto Shigoto Suru Space(CSS Space),Coworking Space,Hobby Shop,animate (アニメイト),Retail,1,4,4,Friday
946,Bar,UOKIN PICCOLO,Bar,Drugstore / Pharmacy,ツルハドラッグ 麻布十番店,Drugstore,3,4,5,Sunday
947,Hobby Shop,animate (アニメイト),Hobby Store,Music Venue,Shibuya CLUB QUATTRO (渋谷CLUB QUATTRO),Rock Club,1,10,10,Wednesday
948,Government Building,消防署中野消防署,Fire Station,Train Station,Nakano Station (中野駅),Rail Station,4,19,19,Saturday
949,Bus Station,Willer Bus Terminal Shinjuku West Exit (WILLERバスターミナル新宿西口),Bus Station,Hotel,Keio Plaza Hotel Tokyo (京王プラザホテル),Hotel,2,12,12,Friday
950,Bus Station,葛西駅バスターミナル,Bus Stop,Food & Drink Shop,河内屋葛西店,Grocery Store,1,7,9,Monday
951,Convention Center,Tokyo Big Sight (東京ビッグサイト (東京国際展示場)),Italian Restaurant,Convenience Store,7-Eleven (セブンイレブン 新木場1丁目店),Convenience Store,3,2,3,Saturday
952,Electronics Store,Yamada Denki (ヤマダ電機 LABI新宿東口館),Electronics Store,Japanese Restaurant,Fishing Restaurant Zauo (釣船茶屋ざうお),Seafood Restaurant,4,8,8,Sunday
953,Japanese Restaurant,昭和食堂秋葉原店,Ramen Restaurant,Electronics Store,Sofmap Akiba 1st Store (ソフマップAKIBA 1号店 サブカル・モバイル館),Retail,1,6,7,Saturday
954,Park,Ojima Komatsugawa Park (大島小松川公園),Park,Bridge,荒川大橋,Bridge,4,9,10,Sunday
955,Other Great Outdoors,荒川ロックゲート,Canal Lock,Bridge,荒川大橋,Bridge,3,9,10,Sunday
956,Ramen /  Noodle House,Tokyo Menchintei Honpo (東京麺珍亭本舗),Ramen Restaurant,Ramen /  Noodle House,Tokyo Menchintei Honpo (東京麺珍亭本舗),Ramen Restaurant,3,13,14,Saturday
957,Food & Drink Shop,Seiyu (西友 調布店),Grocery Store,Japanese Restaurant,Nakau (なか卯),Donburi Restaurant,4,11,12,Sunday
958,Medical Center,ファミリークリニック千歳烏山,Hospital,Japanese Restaurant,小坊's,Japanese Restaurant,1,9,10,Monday
959,Asian Restaurant,Kajiya,Asian Restaurant,Ramen /  Noodle House,長寿庵,Soba Restaurant,2,10,11,Monday
960,Stadium,Uvance Todoroki Studium by Fujitsu (Uvanceとどろきスタジアム by Fujitsu),Stadium,Concert Hall,Muza Kawasaki (ミューザ川崎),Business Center,3,8,9,Saturday
961,Burger Joint,MOS Burger (モスバーガー),Burger Joint,Sushi Restaurant,Sushiro (スシロー),Japanese Family Restaurant,1,22,22,Sunday
962,Ramen /  Noodle House,Sagatani (嵯峨谷),Soba Restaurant,Mall,,,1,2,2,Sunday
963,Miscellaneous Shop,Don Quijote (ドン・キホーテ 高田馬場駅前店),Discount Store,Plaza,,,2,5,7,Saturday
964,Building,JR Shinagawa East Building (JR品川イーストビル),Business Center,Japanese Restaurant,Sojibo (そじ坊),Bar,3,3,4,Wednesday
965,Ramen /  Noodle House,,,Convention Center,Tokyo Big Sight (東京ビッグサイト (東京国際展示場)),Italian Restaurant,3,6,7,Friday
966,Dumpling Restaurant,Ginza Tenryu (銀座天龍),Chinese Restaurant,Record Shop,TOWER RECORDS,Retail,1,8,8,Tuesday
967,Bookstore,Fukuya Books (福家書店),Bookstore,Shrine,Hanazono Shrine (花園神社),Shrine,1,10,11,Tuesday
968,Shrine,Konnoh Hachimangu Shrine (金王八幡宮),Shrine,Train Station,Ebisu Station (恵比寿駅),Rail Station,2,6,7,Thursday
969,Furniture / Home Store,SEMPRE HOME,Furniture and Home Store,Office,THE TERMINAL,Internet Cafe,2,5,6,Saturday
970,Bookstore,Mandarake Complex (まんだらけ コンプレックス),Retail,Train Station,Akihabara Electric Town Exit (電気街口),Structure,3,10,11,Thursday
971,Subway,Marunouchi Line Yotsuya Station (M12) (丸ノ内線 四ツ谷駅),Metro Station,Chinese Restaurant,桃李天下中国大陸料理,Chinese Restaurant,4,2,3,Wednesday
972,Miscellaneous Shop,Don Quijote (ドン・キホーテ 環八世田谷店),Discount Store,Food & Drink Shop,OK (オーケー 新用賀店),Supermarket,3,5,6,Sunday
973,Coffee Shop,Tully's Coffee,Coffee Shop,Mall,Tressa Yokohama (トレッサ横浜),Shopping Mall,1,6,6,Saturday
974,Mall,Tokyo Solamachi (東京ソラマチ),Shopping Mall,Hotel,Comfort Hotel Tokyo Kiyosumi Shirakawa (コンフォートホテル東京清澄白河),Hotel,3,12,12,Tuesday
975,Mall,Tokyo Solamachi (東京ソラマチ),Shopping Mall,Ramen /  Noodle House,Udon Honjin Yamadaya (うどん本陣 山田家),Udon Restaurant,4,10,11,Tuesday
976,Event Space,Tokyo Kaikan (東京會舘),French Restaurant,Office,日本光電工業東中野事業所,Office,2,0,1,Friday
